Time(s),temp_kp,temp_ki,temp_kd,temp_sw,temp_tar,temp_value,temp_current,timestamp
0.000000,10.000000,0.000000,60.000000,1.000000,74.400002,73.740883,9.776303,938.624512
0.020000,10.000000,0.000000,60.000000,1.000000,74.400002,73.740440,9.755459,938.644531
0.040000,10.000000,0.000000,60.000000,1.000000,74.400002,73.739914,9.734781,938.664551
0.060000,10.000000,0.000000,60.000000,1.000000,74.400002,73.739311,9.714274,938.684570
0.080000,10.000000,0.000000,60.000000,1.000000,74.400002,73.738632,9.693942,938.704590
0.100000,10.000000,0.000000,60.000000,1.000000,74.400002,73.737869,9.673789,938.724609
0.120000,10.000000,0.000000,60.000000,1.000000,74.400002,73.736580,9.643904,938.754639
0.140000,10.000000,0.000000,60.000000,1.000000,93.800003,73.736710,9.940153,938.764648
0.160000,10.000000,0.000000,60.000000,1.000000,93.800003,73.740753,10.823087,938.794678
0.180000,10.000000,0.000000,60.000000,1.000000,93.800003,73.746628,11.406895,938.814697
0.200000,10.000000,0.000000,60.000000,1.000000,93.800003,73.755180,11.986880,938.834717
0.220000,10.000000,0.000000,60.000000,1.000000,93.800003,73.773285,12.849748,938.864746
0.240000,10.000000,0.000000,60.000000,1.000000,93.800003,73.789040,13.420288,938.884766
0.260000,10.000000,0.000000,60.000000,1.000000,93.800003,73.807869,13.987093,938.904785
0.280000,10.000000,0.000000,60.000000,1.000000,93.800003,73.829872,14.550187,938.924805
0.300000,10.000000,0.000000,60.000000,1.000000,93.800003,73.842102,14.830351,938.934814
0.320000,10.000000,0.000000,60.000000,1.000000,93.800003,73.883835,15.665340,938.964844
0.340000,10.000000,0.000000,60.000000,1.000000,93.800003,73.933411,16.492146,938.994873
0.360000,10.000000,0.000000,60.000000,1.000000,93.800003,73.970978,17.038839,939.014893
0.380000,10.000000,0.000000,60.000000,1.000000,93.800003,74.012260,17.581955,939.034912
0.400000,10.000000,0.000000,60.000000,1.000000,93.800003,74.057358,18.121515,939.054932
0.420000,10.000000,0.000000,60.000000,1.000000,93.800003,74.106361,18.657543,939.074951
0.440000,10.000000,0.000000,60.000000,1.000000,93.800003,74.187370,19.455011,939.104980
0.460000,10.000000,0.000000,60.000000,1.000000,93.800003,74.246498,19.982309,939.125000
0.480000,10.000000,0.000000,60.000000,1.000000,93.800003,74.309830,20.506157,939.145020
0.500000,10.000000,0.000000,60.000000,1.000000,93.800003,74.377434,21.026573,939.165039
0.520000,10.000000,0.000000,60.000000,1.000000,93.800003,74.449394,21.543583,939.185059
0.540000,10.000000,0.000000,60.000000,1.000000,93.800003,74.565666,22.312759,939.215088
0.560000,10.000000,0.000000,60.000000,1.000000,93.800003,74.648842,22.821350,939.235107
0.580000,10.000000,0.000000,60.000000,1.000000,93.800003,74.736626,23.326609,939.255127
0.600000,10.000000,0.000000,60.000000,1.000000,93.800003,74.829094,23.828562,939.275146
0.620000,10.000000,0.000000,60.000000,1.000000,93.800003,74.926315,24.327229,939.295166
0.640000,10.000000,0.000000,60.000000,1.000000,93.800003,75.028343,24.822630,939.315186
0.660000,10.000000,0.000000,60.000000,1.000000,93.800003,75.135254,25.314787,939.335205
0.680000,10.000000,0.000000,60.000000,1.000000,93.800003,75.304893,26.046989,939.365234
0.700000,10.000000,0.000000,60.000000,1.000000,93.800003,75.424263,26.531134,939.385254
0.720000,10.000000,0.000000,60.000000,1.000000,93.800003,75.548721,27.012106,939.405273
0.740000,10.000000,0.000000,60.000000,1.000000,93.800003,75.678322,27.489931,939.425293
0.760000,10.000000,0.000000,60.000000,1.000000,93.800003,75.813126,27.964626,939.445312
0.780000,10.000000,0.000000,60.000000,1.000000,93.800003,76.025192,28.670849,939.475342
0.800000,10.000000,0.000000,60.000000,1.000000,93.800003,76.173218,29.137814,939.495361
0.820000,10.000000,0.000000,60.000000,1.000000,93.800003,76.326622,29.601721,939.515381
0.840000,10.000000,0.000000,60.000000,1.000000,93.800003,76.485451,30.062592,939.535400
0.860000,10.000000,0.000000,60.000000,1.000000,93.800003,76.649750,30.520447,939.555420
0.880000,10.000000,0.000000,60.000000,1.000000,93.800003,76.906555,31.201614,939.585449
0.900000,10.000000,0.000000,60.000000,1.000000,93.800003,77.084724,31.652012,939.605469
0.920000,10.000000,0.000000,60.000000,1.000000,93.800003,77.268524,32.099461,939.625488
0.940000,10.000000,0.000000,60.000000,1.000000,93.800003,77.457977,32.543980,939.645508
0.960000,10.000000,0.000000,60.000000,1.000000,93.800003,77.752869,33.205311,939.675537
0.980000,10.000000,0.000000,60.000000,1.000000,93.800003,77.956650,33.642590,939.695557
1.000000,10.000000,0.000000,60.000000,1.000000,93.800003,78.166222,34.077003,939.715576
1.020000,10.000000,0.000000,60.000000,1.000000,93.800003,78.381622,34.508575,939.735596
1.040000,10.000000,0.000000,60.000000,1.000000,93.800003,78.602882,34.937325,939.755615
1.060000,10.000000,0.000000,60.000000,1.000000,93.800003,78.830032,35.363266,939.775635
1.080000,10.000000,0.000000,60.000000,1.000000,93.800003,79.181870,35.996956,939.805664
1.100000,10.000000,0.000000,60.000000,1.000000,93.800003,79.423874,36.415962,939.825684
1.120000,10.000000,0.000000,60.000000,1.000000,93.800003,79.671875,36.832226,939.845703
1.140000,10.000000,0.000000,60.000000,1.000000,93.800003,79.925896,37.245762,939.865723
1.160000,10.000000,0.000000,60.000000,1.000000,93.800003,80.055176,37.451515,939.875732
