Time(s),temp_kp,temp_ki,temp_kd,temp_sw,temp_tar,temp_value,temp_current,timestamp
0.000000,2.000000,0.085000,0.800000,1.000000,60.000000,60.000988,8.366453,2725.047363
0.050000,2.000000,0.085000,0.800000,1.000000,60.000000,60.000988,8.366453,2725.097412
0.100000,2.000000,0.085000,0.800000,1.000000,60.000000,60.000988,8.366453,2725.147461
0.150000,2.000000,0.085000,0.800000,1.000000,60.000000,60.000988,8.366453,2725.197510
0.200000,2.000000,0.085000,0.800000,1.000000,60.000000,60.000988,8.366453,2725.257568
0.250000,2.000000,0.085000,0.800000,1.000000,60.000000,60.000988,8.366453,2725.317627
0.300000,2.000000,0.085000,0.800000,1.000000,60.000000,60.000988,8.366453,2725.357666
0.350000,2.000000,0.085000,0.800000,1.000000,60.000000,60.000988,8.366453,2725.407715
0.400000,2.000000,0.085000,0.800000,1.000000,60.000000,60.000988,8.366453,2725.467773
0.450000,2.000000,0.085000,0.800000,1.000000,60.000000,60.000988,8.366453,2725.507812
0.500000,2.000000,0.085000,0.800000,1.000000,60.000000,60.000988,8.366453,2725.567871
0.550000,2.000000,0.085000,0.800000,1.000000,60.000000,60.000988,8.366453,2725.617920
0.600000,2.000000,0.085000,0.800000,1.000000,60.000000,60.000988,8.366453,2725.667969
0.650000,2.000000,0.085000,0.800000,1.000000,60.000000,60.000988,8.366453,2725.718018
0.700000,2.000000,0.085000,0.800000,1.000000,60.000000,60.000988,8.366453,2725.768066
0.750000,2.000000,0.085000,0.800000,1.000000,60.000000,60.000988,8.366453,2725.818115
0.800000,2.000000,0.085000,0.800000,1.000000,60.000000,60.000988,8.366453,2725.868164
0.850000,2.000000,0.085000,0.800000,1.000000,60.000000,60.000988,8.366453,2725.928223
0.900000,2.000000,0.085000,0.800000,1.000000,60.000000,60.000988,8.366453,2725.968262
0.950000,2.000000,0.085000,0.800000,1.000000,60.000000,60.000988,8.366453,2726.028320
1.000000,2.000000,0.085000,0.800000,1.000000,60.000000,60.000988,8.366453,2726.078369
1.050000,2.000000,0.085000,0.800000,1.000000,60.000000,60.000988,8.366453,2726.118408
1.100000,2.000000,0.085000,0.800000,1.000000,60.000000,60.000988,8.366453,2726.178467
1.150000,2.000000,0.085000,0.800000,1.000000,60.000000,60.000988,8.366453,2726.228516
1.200000,2.000000,0.085000,0.800000,1.000000,60.000000,60.000988,8.366453,2726.278564
1.250000,2.000000,0.085000,0.800000,1.000000,60.000000,60.000988,8.366453,2726.328613
1.300000,2.000000,0.085000,0.800000,1.000000,60.000000,60.000988,8.366453,2726.388672
1.350000,2.000000,0.085000,0.800000,1.000000,60.000000,60.000988,8.366453,2726.428711
1.400000,2.000000,0.085000,0.800000,1.000000,60.000000,60.000988,8.366453,2726.488770
1.450000,2.000000,0.085000,0.800000,1.000000,60.000000,60.000988,8.366453,2726.538818
1.500000,2.000000,0.085000,0.800000,1.000000,60.000000,60.000988,8.366453,2726.578857
1.550000,2.000000,0.085000,0.800000,1.000000,60.000000,60.000988,8.366453,2726.638916
