Time(s),temp_kp,temp_ki,temp_kd,temp_sw,temp_tar,temp_value,temp_current,timestamp
0.000000,8.000000,0.300000,1.000000,1.000000,45.000000,47.141003,0.000041,273.755890
0.050000,8.000000,0.300000,1.000000,1.000000,45.000000,47.118870,0.000024,273.805939
0.100000,8.000000,0.300000,1.000000,1.000000,45.000000,47.096760,0.000014,273.855988
0.150000,8.000000,0.300000,1.000000,1.000000,45.000000,47.074669,0.000008,273.906036
0.200000,8.000000,0.300000,1.000000,1.000000,45.000000,47.052605,0.000005,273.956085
0.250000,8.000000,0.300000,1.000000,1.000000,45.000000,47.030563,0.000003,274.006134
0.300000,8.000000,0.300000,1.000000,1.000000,45.000000,47.008541,0.000002,274.056183
0.350000,8.000000,0.300000,1.000000,1.000000,45.000000,46.982143,0.000001,274.116241
0.400000,8.000000,0.300000,1.000000,1.000000,45.000000,46.964565,0.000001,274.156281
0.450000,8.000000,0.300000,1.000000,1.000000,45.000000,46.938221,0.000000,274.216339
0.500000,8.000000,0.300000,1.000000,1.000000,45.000000,46.916290,0.000000,274.266388
0.550000,8.000000,0.300000,1.000000,1.000000,45.000000,46.890003,0.000000,274.326447
0.600000,8.000000,0.300000,1.000000,1.000000,45.000000,46.872498,0.000000,274.366486
0.650000,8.000000,0.300000,1.000000,1.000000,45.000000,46.850632,0.000000,274.416534
0.700000,8.000000,0.300000,1.000000,1.000000,45.000000,46.828789,0.000000,274.466583
0.750000,8.000000,0.300000,1.000000,1.000000,45.000000,46.806969,0.000000,274.516632
0.800000,8.000000,0.300000,1.000000,1.000000,45.000000,46.780815,0.000000,274.576691
0.850000,8.000000,0.300000,1.000000,1.000000,45.000000,46.763397,0.000000,274.616730
0.900000,8.000000,0.300000,1.000000,1.000000,45.000000,46.741642,0.000000,274.666779
0.950000,8.000000,0.300000,1.000000,1.000000,45.000000,46.719910,0.000000,274.716827
1.000000,8.000000,0.300000,1.000000,1.000000,45.000000,46.698196,0.000000,274.766876
1.050000,8.000000,0.300000,1.000000,1.000000,45.000000,46.667839,0.000000,274.836945
1.100000,8.000000,0.300000,1.000000,1.000000,45.000000,46.650509,0.000000,274.876984
1.150000,8.000000,0.300000,1.000000,1.000000,45.000000,46.624542,0.000000,274.937042
1.200000,8.000000,0.300000,1.000000,1.000000,45.000000,46.602924,0.000000,274.987091
1.250000,8.000000,0.300000,1.000000,1.000000,45.000000,46.585648,0.000000,275.027130
1.300000,8.000000,0.300000,1.000000,1.000000,45.000000,46.559757,0.000000,275.087189
1.350000,8.000000,0.300000,1.000000,1.000000,45.000000,46.542515,0.000000,275.127228
1.400000,8.000000,0.300000,1.000000,1.000000,45.000000,46.516678,0.000000,275.187286
1.450000,8.000000,0.300000,1.000000,1.000000,45.000000,46.495171,0.000000,275.237335
1.500000,8.000000,0.300000,1.000000,1.000000,45.000000,46.477978,0.000000,275.277374
1.550000,8.000000,0.300000,1.000000,1.000000,45.000000,46.452217,0.000000,275.337433
1.600000,8.000000,0.300000,1.000000,1.000000,45.000000,46.435062,0.000000,275.377472
1.650000,8.000000,0.300000,1.000000,1.000000,45.000000,46.409351,0.000000,275.437531
1.700000,8.000000,0.300000,1.000000,1.000000,45.000000,46.387951,0.000000,275.487579
1.750000,8.000000,0.300000,1.000000,1.000000,45.000000,46.366573,0.000000,275.537628
1.800000,8.000000,0.300000,1.000000,1.000000,45.000000,46.345215,0.000000,275.587677
1.850000,8.000000,0.300000,1.000000,1.000000,45.000000,46.323879,0.000000,275.637726
1.900000,8.000000,0.300000,1.000000,1.000000,45.000000,46.302563,0.000000,275.687775
1.950000,8.000000,0.300000,1.000000,1.000000,45.000000,46.281269,0.000000,275.737823
2.000000,8.000000,0.300000,1.000000,1.000000,45.000000,46.255741,0.000000,275.797882
2.050000,8.000000,0.300000,1.000000,1.000000,45.000000,46.238743,0.000000,275.837921
2.100000,8.000000,0.300000,1.000000,1.000000,45.000000,46.213268,0.000000,275.897980
2.150000,8.000000,0.300000,1.000000,1.000000,45.000000,46.192062,0.000000,275.948029
2.200000,8.000000,0.300000,1.000000,1.000000,45.000000,46.170879,0.000000,275.998077
2.250000,8.000000,0.300000,1.000000,1.000000,45.000000,46.149715,0.000000,276.048126
2.300000,8.000000,0.300000,1.000000,1.000000,45.000000,46.132801,0.000000,276.088165
2.350000,8.000000,0.300000,1.000000,1.000000,45.000000,46.107452,0.000000,276.148224
2.400000,8.000000,0.300000,1.000000,1.000000,45.000000,46.086353,0.000000,276.198273
2.450000,8.000000,0.300000,1.000000,1.000000,45.000000,46.065273,0.000000,276.248322
2.500000,8.000000,0.300000,1.000000,1.000000,45.000000,46.044216,0.000000,276.298370
2.550000,8.000000,0.300000,1.000000,1.000000,45.000000,46.018978,0.000000,276.358429
2.600000,8.000000,0.300000,1.000000,1.000000,45.000000,45.997967,0.000000,276.408478
2.650000,8.000000,0.300000,1.000000,1.000000,45.000000,45.972782,0.000000,276.468536
2.700000,8.000000,0.300000,1.000000,1.000000,45.000000,45.956009,0.000000,276.508575
2.750000,8.000000,0.300000,1.000000,1.000000,45.000000,45.935062,0.000000,276.558624
2.800000,8.000000,0.300000,1.000000,1.000000,45.000000,45.909950,0.000000,276.618683
2.850000,8.000000,0.300000,1.000000,1.000000,45.000000,45.893227,0.000000,276.658722
2.900000,8.000000,0.300000,1.000000,1.000000,45.000000,45.868168,0.000000,276.718781
2.950000,8.000000,0.300000,1.000000,1.000000,45.000000,45.847309,0.000000,276.768829
3.000000,8.000000,0.300000,1.000000,1.000000,45.000000,45.826469,0.000000,276.818878
3.050000,8.000000,0.300000,1.000000,1.000000,45.000000,45.805653,0.000000,276.868927
3.100000,8.000000,0.300000,1.000000,1.000000,45.000000,45.780697,0.000000,276.928986
3.150000,8.000000,0.300000,1.000000,1.000000,45.000000,45.764076,0.000000,276.969025
3.200000,8.000000,0.300000,1.000000,1.000000,45.000000,45.739170,0.000000,277.029083
3.250000,8.000000,0.300000,1.000000,1.000000,45.000000,45.722584,0.000000,277.069122
3.300000,8.000000,0.300000,1.000000,1.000000,45.000000,45.701870,0.000000,277.119171
3.350000,8.000000,0.300000,1.000000,1.000000,45.000000,45.677040,0.000000,277.179230
3.400000,8.000000,0.300000,1.000000,1.000000,45.000000,45.660503,0.000000,277.219269
3.450000,8.000000,0.300000,1.000000,1.000000,45.000000,45.635723,0.000000,277.279327
3.500000,8.000000,0.300000,1.000000,1.000000,45.000000,45.615097,0.000000,277.329376
3.550000,8.000000,0.300000,1.000000,1.000000,45.000000,45.594490,0.000000,277.379425
3.600000,8.000000,0.300000,1.000000,1.000000,45.000000,45.573902,0.000000,277.429474
3.650000,8.000000,0.300000,1.000000,1.000000,45.000000,45.549225,0.000000,277.489532
3.700000,8.000000,0.300000,1.000000,1.000000,45.000000,45.532791,0.000000,277.529572
3.750000,8.000000,0.300000,1.000000,1.000000,45.000000,45.512264,0.000000,277.579620
3.800000,8.000000,0.300000,1.000000,1.000000,45.000000,45.487663,0.000000,277.639679
3.850000,8.000000,0.300000,1.000000,1.000000,45.000000,45.471279,0.000000,277.679718
3.900000,8.000000,0.300000,1.000000,1.000000,45.000000,45.446728,0.000000,277.739777
3.950000,8.000000,0.300000,1.000000,1.000000,45.000000,45.430374,0.000000,277.779816
4.000000,8.000000,0.300000,1.000000,1.000000,45.000000,45.405872,0.000000,277.839874
4.050000,8.000000,0.300000,1.000000,1.000000,45.000000,45.385475,0.000000,277.889923
4.100000,8.000000,0.300000,1.000000,1.000000,45.000000,45.365097,0.000000,277.939972
4.150000,8.000000,0.300000,1.000000,1.000000,45.000000,45.344738,0.000000,277.990021
